Rewiews,reviewdate,mainrating,URL
"
                  ",29-Aug-17,30,https://www.tripadvisor.com/ShowUserReviews-g58471-d143952-r518926332-Wild_Waves_Theme_Water_Park-Federal_Way_Washington.html
"
                  ",17-Aug-17,50,https://www.tripadvisor.com/ShowUserReviews-g58392-d12524024-r514056405-King_Agriculture_Museum-Centralia_Washington.html
"The two bedroom suite was quite comfortable. The WiFi was intermittent but everything else was wonderful. The Bed slept well, even the sofa bed. Beware if you have allergies.  They use feather pillows and feathers in the duvet. The staff was very accommodating in stripping all the beds and replacing the linen with hypoallergenic everything.  I will be back.",30-Jul-17,40,https://www.tripadvisor.com/ShowUserReviews-g34515-d480622-r507154067-Hilton_Grand_Vacations_at_Tuscany_Village-Orlando_Florida.html
"Dear Guest,",30-Jul-17,40,https://www.tripadvisor.com/ShowUserReviews-g34227-d84476-r507242449-Fort_Lauderdale_Marriott_Harbor_Beach_Resort_Spa-Fort_Lauderdale_Broward_County_Flo.html
"Everything was very good and tasty. We had a family group of 5. We all had white rice, black beans, croquetas, tostones, and tamal with pork. Delicious! Service was efficient but not particularly friendly.",29-Jul-17,40,https://www.tripadvisor.com/ShowUserReviews-g34227-d474035-r506894083-Las_Vegas_Cuban_Cuisine-Fort_Lauderdale_Broward_County_Florida.html
"4 Hour tour - the first hour you travel down the marina and canals of Fort Lauderdale seeing the magnificent homes and yachts. You arrive at their private dinning area for all you can eat BBQ (ribs, chicken, shrimp...).  All were very good. After diner, you can walk through their small zoo (which I found very nice) and for the last hour there, they put on a nice stage show (some comedy, dancing, singing). Last hour is your trip back to the dock.  Found great ticket price on Groupon.",29-Jul-17,30,https://www.tripadvisor.com/ShowUserReviews-g34227-d144784-r506902495-Jungle_Queen_Riverboats-Fort_Lauderdale_Broward_County_Florida.html
"If you are looking for a moderately priced oceanfront condo, you got it at Lighthouse Cove.  The staff is very friendly, from check in to check out.  They provide things like paper towels, TP, dishwasher soap, sheets, blankets, bath and pool towels.  The pool is gorgeous and huge, never had a problem finding chairs. (Although people to ""save"" chairs and tables by throwing towels on them and not showing up til later) You are steps away from the beach, which was very convenient.  The tiki bar was nice, reasonably priced for being on the beach!  We did not eat at the restaurant.  A few cons, the unit is not perfect.  The bathroom was clean but a little dated.  The water was difficult to turn off, if not careful the faucet would run constantly.  The water would go from very cold to hot and back to cold, not with every shower but happened a couple times to us.  The kitchen has the essentials but no extras.  We needed a baking dish for something and they did not have one.  There were literally 4 forks, 4 spoons, etc.  They did have things like a blender, toaster, coffee maker, rubbermaid containers and a drink pitcher.  All in all we had a wonderful stay here and would definitely return!",23-Jul-17,10,https://www.tripadvisor.com/ShowUserReviews-g34571-d556807-r504906449-Lighthouse_Cove_Resort-Pompano_Beach_Broward_County_Florida.html
"This is not your typical buffet restaurant. For starters, the decor is modern and elegant, with a large selection of wines and a separate bar. The waitstaff is elegantly attired. And the service was excellent. Don't expect the typical buffet foods (potato salad, jello, soft serve ice cream, pizza, and the bland foods of other buffets). The dishes here are delicious and well prepared. We were very pleasantly surprised. We were two adults and had the buffet, plus a glass of wine each. The total bill was $46.75 - not bad since we left happy and very full. I would probably not recommend for picky young eaters, but if you want an inexpensive good filling meal, I highly recommend.",19-Jul-17,50,https://www.tripadvisor.com/ShowUserReviews-g34515-d6018041-r503698601-Gilson_s_Brazillian_Restaurant-Orlando_Florida.html
"
                  ",11-Jul-17,40,https://www.tripadvisor.com/ShowUserReviews-g60878-d10795841-r500872761-Wings_Over_Washington-Seattle_Washington.html
"
                  ",03-Jul-17,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d6899513-r498409502-Mima_Mounds_Natural_Area_Preserve-Olympia_Washington.html
"We celebrated our 50th wedding anniversary with our children and grandchildren with a dinner at Shenanigan's. We specifically made reservations at Shenanigan's because we wanted a nice dining experience on our special day. However, everything was mediocre at best. We had asked for a view table and were seated by the windows at the end of the bar. (Dirty windows, by the way) It was a loud area with a huge birthday party right next to us. Service was just o.k., nothing exceptional. The servers all looked kind of haggard and overwhelmed. The food was average. We asked if there were any specials or a fresh sheet, and the answer was no -- amazing for a summer Saturday night in a seafood restaurant! And even though we had told the restaurant that it was a special occasion, and we mentioned it again at dinner, nobody, not even the server picked up on the hint - not even a ""Congratulations"". With this location and potential, Shenanigans needs to step it up!",25-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g58775-d464135-r495888981-C_I_Shenanigan_s_Seafood_Chop_House-Tacoma_Washington.html
"Dear Guest,",18-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g187895-d191158-r493983485-Helvetia_Bristol_Firenze_Starhotels_Collezione-Florence_Tuscany.html
"We had a great spaghetti dish with fresh tomato and mozzarella balls. The look is modern with an outdoor area. Service was o.k., not perfect. Attracts a young crowd.",18-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g187895-d1088250-r493986500-Colle_Bereto_Lounge_Bar-Florence_Tuscany.html
"We were a little hesitant to eat at one of the first restaurants we encountered in Monterosso al Mare, because we thought it would be a tourist trap. However, we're so glad we did because we had one of our best meals in Italy! We tried the local wine and a wonderful pesto dish. My husband had a very, very tasty swordfish. All tasted delicious! Service was quick and efficient. We sat outside with a view of the beach. Listen to your guides and try the local specialties. A perfect ending to our Cinque Terre tour!",18-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g187820-d1511612-r493990584-Ristorante_il_Moretto-Monterosso_al_Mare_Cinque_Terre_Italian_Riviera_Liguria.html
"Location and ambiance - excellent! We had very friendly service. The pizza was very good. However, I had the Zuppa di Cipolle (onion soup) and it gets a ""thumbs down"" from me. It had a thick consistency that was different than what I was expecting. We also had the Insalata Caprese; very good. All in all, (except for the soup) a very good experience.",18-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g187895-d1238481-r493996490-La_Grotta_Guelfa-Florence_Tuscany.html
We stopped at the Old Stove for a mid-day snack: beer and pizza. Service was pleasant. We sat outdoors in the casual setting. O.K. for a beer or snack.,18-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g187895-d716331-r493997827-The_Old_Stove-Florence_Tuscany.html
"Very nice decor; elegant, yet cozy and intimate. We received excellent service. The food was very good, a bit on the expensive side. This is a nice place to get an elegant meal away from the tourist crowds. The only negative for us to enjoy a quiet romantic dinner was the techno music playing in the background -- soft classical would have been a better choice for the atmosphere.",18-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g187870-d1536046-r494001323-Antica_Carbonera-Venice_Veneto.html
"Excellent friendly service. Cute ""outdoor"" atmosphere inside the mall. Standard breakfast food. Reasonable prices.",18-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g45963-d11883312-r494010521-Oyster_Bay_Seafood_and_Wine_Bar-Las_Vegas_Nevada.html
"We were staying on the Las Vegas Strip, but wanted to get away from the crowds. We found this quaint outdoor shopping mall, Town Square. It has several restaurants, and we chose Brio Tuscan Grille for dinner, and were happy we did. The inside decor is very cool and impressive. This would definitely be a great place for a fancy meal. Because it was early and nice outside, we sat on the patio. Service was attentive and excellent. The food was very good. Prices were very reasonable for such a nice dinner.",18-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g45963-d1048612-r494028949-Brio_Italian_Grille-Las_Vegas_Nevada.html
"Thank you for taking the time to share your experience. While I am glad to hear about the aspects of our hotel you enjoyed, we could have done better with our first impressions. Your feedback helps us improve our operations for the future and I thank you for your detailed review. I hope I have the pleasure of welcoming you back in the future for a different kind of experience. ",18-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g45963-d1639337-r494080666-Elara_By_Hilton_Grand_Vacations_Center_Strip-Las_Vegas_Nevada.html
"Walking back to our hotel from the Vatican, we found Universal Bar. We sat outside and received great service. It's touristy, but it has a nice vibe. We had pizza and beer and strawberry gelato (good) and chocolate (a bit grainy). O.K. for a snack or lunch.",17-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g187791-d2195085-r493777022-Universal_Bar-Rome_Lazio.html
Great place to sit and watch the world. I heard is usually covered in flowers but nine but hey watch the world,17-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g187791-d197717-r493777860-Spanish_Steps-Rome_Lazio.html
"Again, we choose to get here late about 1 am and only 10 people here, the lighting was fabulous , the history behind the art work and the  fact it was built 19 bc then re done 1629 WOW!!!  a night view is a must!!!. The streets were safe and we had a good time",17-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g187791-d190131-r493778499-Trevi_Fountain-Rome_Lazio.html
"We found this nice little restaurant very close by our hotel, Hotel de Russie. We sat outside on a warm evening. We had pleasant service and atmosphere, and the food was pretty good.",17-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g187791-d780788-r493779657-Edy-Rome_Lazio.html
"We traveled to Rome from 6/6 to 6/14. We used city wonders for the coliseum at night tour, the Capri tour, Tuscany wine tour, Pompeii, Vatican early tour, and Florence day tour and the Borghese tour. All tours were excellent and you cannot go wrong using this tour company.",16-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g187791-d779740-r493628297-City_Wonders-Rome_Lazio.html
"The last time we were in Vegas several years ago, one of our meal highlights was the buffet at Bellagio. So, this time we went again, and we were so disappointed! Nothing was exceptional. Everything tasted bland, and even the selection of dishes was not as good as before. We paid close to $100 for two and it was definitely NOT worth it! We won't return.",15-Jun-17,20,https://www.tripadvisor.com/ShowUserReviews-g45963-d422633-r493393334-The_Buffet_at_Bellagio-Las_Vegas_Nevada.html
"Stayed with my husband for 3 nights at the Palace Bonvecchiati to celebrate our wedding anniversary.  Fabulous location, so close to St Marc's/Rialto etc, very helpful staff, immaculate room with large bathroom and great shower.  ",10-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g187870-d321252-r492044335-Palace_Bonvecchiati-Venice_Veneto.html
"You really don't think of touring Venice and carrying your beachwear around so Lido would not be your first spot to see. But if you want to spend time relaxing....the beaches are beautiful. The promenade for walkers and bikers is super. After walking our feet off in Venice, we took full advantage of the transit system. The #2 boat to Lido took around 45 minutes. We asked which way to the beach and were pointed in the direction. We luckily saw a standing bus, C (v is also good) and hopped on for two stops. It runs every 10 mins. It would have been a really long walk on a hot summer's day. There are cabanas and showers, don't know how expensive but check before you go.  The beach strip was empty and it was a gorgeous summer weekday. We took the #6 express boat back to p del Roma. The 1 day boat pass @ 20 euros, surely well used.",10-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g3547567-d593669-r492047951-Lido-Lido_di_Venezia_Veneto.html
"Over all this place is better than the Hampton or the Double Tree on the same street.  The area sucks but what do you expect being in Newark NJ? Everyone here seems service oriented and helpful. Good shuttle service, good wireless, clean room and some extra perks here and there make this exactly what I need every month when I come here for three nights each time.",10-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g46414-d98306-r492055617-Hilton_Newark_Airport-Elizabeth_New_Jersey.html
"This is the 2nd time we have been to New York but had not been to a show on Broadway. We booked the tickets before we went and were pleased with the seats. The only thing I would say is that the experience of a theatre in New York is totally different from that of the UK. People get up in the middle of the show as a matter of course, they do not necessarily stay quiet during the show and they appear to be able to bring quite large items of 'luggage' into the theatre. In saying that the show was fab and we really enjoyed it.",07-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g60763-d143361-r491330515-Broadway-New_York_City_New_York.html
We recently stayed 3 days and had a very positive experience. We travel to Rome often and have stayed at many 4 and 5 star hotels and this hotel is:,07-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g187791-d232851-r491341147-Hotel_de_Russie-Rome_Lazio.html
"Hello,",06-Jun-17,20,https://www.tripadvisor.com/ShowUserReviews-g60763-d93457-r490995510-Hampton_Inn_Manhattan_Times_Square_North-New_York_City_New_York.html
"Very nice atmosphere. Friendly and attentive staff. Impeccable service. Great Cuban food. We had a very good dining experience. The menu is a bit limited and expensive (maybe not by NY standards). The banana chips that came with our meal were delicious. We shared the 1492 Aperitivo Cubano as our dinner. Not huge portions, but all very good. We finished with Flan and Tres Leches for dessert. Great Mojitos too!",06-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g60763-d457807-r491003671-Victor_s_Cafe-New_York_City_New_York.html
"Junior's is a 1960s diner-style restaurant with a busy, bustling vibe. We went twice during our visit to NYC. The first time, we went for a snack after seeing The Phantom of the Opera, and shared a huge, delicious piece of cheesecake. We sat at the counter / bar, and received excellent and friendly service from Brandon. The next time, we went for dinner, got excellent very friendly service again, and enjoyed the home-style food. Prices were very good for NY, and the menu is extensive. There is inside, as well as outside seating. This is a great place to grab lunch, dinner, or a snack before/after a show. A great restaurant for families.",06-Jun-17,40,https://www.tripadvisor.com/ShowUserReviews-g60763-d942812-r491007157-Junior_s-New_York_City_New_York.html
"Bea's atmosphere is nice, elegant, yet cozy (although, a bit dark). The prices seemed high and the menu limited. We had pizza and pasta. The pizza was too salty; the pasta just o.k., not terrific. Service was good with one negative: When we arrived at 5pm for our reservations, we asked to sit at a booth by the windows. We were told they were reserved. Both booths sat empty all throughout our dinner. That's so annoying when restaurants do that. We won't be back.",06-Jun-17,30,https://www.tripadvisor.com/ShowUserReviews-g60763-d6428670-r491009488-Bea-New_York_City_New_York.html
"We visited on a cold, rainy day in April and it seemed appropriate for the occasion. If you buy your tickets online, you can avoid the lines (the ticket machines were not working the day we went so everyone had to use the ticket windows). Give yourself a good 3-4 hours to experience this memorial. It is very well done but as an interior designer, my one complaint is the signage. WHY are they SO SMALL? There are HUGE walls everywhere in the memorial and the areas around displays are ample yet they have SMALL signs with tiny writing. You have people crowding to read a sign when there's 15 feet of vertical space on a wall or the sign easily could have been 3 or 4 times the size so it could actually BE READ. Such a disappointment in this area of planning and execution because otherwise, this is so well done.",06-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g60763-d1687489-r491012550-The_National_9_11_Memorial_Museum-New_York_City_New_York.html
Thank you for taking the time to post a review. We are pleased to hear you were 100% satisfied with your experience with our company in New York. We really appreciate your feedback and hope to see you again in the future. -Emily,06-Jun-17,50,https://www.tripadvisor.com/ShowUserReviews-g60763-d1765432-r491032451-Central_Park_Sightseeing-New_York_City_New_York.html
"I'm giving Pizza Casa a very good rating with a few caveats. The food and service were excellent; the atmosphere so-so. Don't expect a fancy restaurant. Starting with the location - right off I-5 in a not-so-safe looking area. We had to park in the rear between the next door Mexican restaurant and the railroad tracks. The restaurant's windows look out at the cars parked in front, with a view of I-5 traffic back-ups as a background; the building is hugged by the railroad tracks in the back. ",30-Apr-17,40,https://www.tripadvisor.com/ShowUserReviews-g58555-d1516268-r480246363-Pizza_Casa_Inc-Lakewood_Washington.html
"Large, dark pub-like atmosphere. We went for breakfast and thought the food was pretty mediocre. I had the Eggs Benedict. They were good, but the hash browns were lukewarm and tasted like they were made from leftovers or had been sitting for a while. My husband had the biscuits and gravy and said they were just so-so. Service was slow and not overly friendly. This might be an o.k. place to grab a beer, but we found breakfast lacking.",11-Apr-17,30,https://www.tripadvisor.com/ShowUserReviews-g30274-d3508875-r474815654-Oddfellas_Pub_Eatery_Auburn-Auburn_Washington.html
"The Restaurant and ""casino"" are all in one large rectangular room: One end is where they have the cards gambling, the bar is in the center, and the restaurant is composed of a small row of booths. The food was o.k.; similar quality to a Denny's or a Shari's. The decor and ambiance is reminiscent of a very tiny casino. The menu was large and varied. Service was adequate. However, I don't see any big reason to return.",17-Mar-17,30,https://www.tripadvisor.com/ShowUserReviews-g58549-d6892005-r468169405-Riverbend_Restaurant_Lounge_Hawks_Prairie_Casino-Lacey_Washington.html
"
                  ",01-Mar-17,40,https://www.tripadvisor.com/ShowUserReviews-g154948-d975121-r463764363-Whistler_Blackcomb_bubly_Tube_Park-Whistler_British_Columbia.html
"
                  ",26-Feb-17,50,https://www.tripadvisor.com/ShowUserReviews-g154948-d9609248-r462957666-Escape_Whistler-Whistler_British_Columbia.html
My family of 5 booked the Bear Tour. It was a great time. Tom and Jo we're our guides - they gave us a great safety demo and got us harnessed up. We did 5 fun zip lines with the last one they showed us how to do some light acrobatics. It was a great time and they were great guides. ,26-Feb-17,40,https://www.tripadvisor.com/ShowUserReviews-g154948-d775609-r462963954-Ziptrek_Ecotours-Whistler_British_Columbia.html
"We stopped at the Brewhouse after dinner for drinks and dessert. We sat at the small bar in the dining room and service was very friendly. However, I thought my double shot of Baileys was a bit small of a pour (and it wasn't Baileys like I requested, but an imitation Irish Cream). But everything turned out well when we ordered the Sticky Toffee Pudding which was heavenly! The place is busy, loud, fun, with a great vibe.",26-Feb-17,40,https://www.tripadvisor.com/ShowUserReviews-g154948-d709712-r462969045-High_Mountain_Brewing_Company-Whistler_British_Columbia.html
A good place to shop for dessert. The downside is that it's small and has no seating inside or out. It's also a bit pricey. We had 4 ice cream cones and a water - $27.30CAN.,26-Feb-17,40,https://www.tripadvisor.com/ShowUserReviews-g154948-d3536765-r462974189-Rocky_Mountain_Chocolate_Factory-Whistler_British_Columbia.html
"
                  ",26-Feb-17,50,https://www.tripadvisor.com/ShowUserReviews-g154948-d156113-r462976028-Meadow_Park_Sports_Centre-Whistler_British_Columbia.html
"We were hungry and didn't want a formal dinner with a long wait at a restaurant, so we grabbed ready-made slices of pizza at Avalanche. The pizza was pretty good; not excellent. There are some tables and chairs there. Informal and fast.",26-Feb-17,30,https://www.tripadvisor.com/ShowUserReviews-g154948-d1007895-r462981085-Avalanche_Pizza_Co-Whistler_British_Columbia.html
"We've been going to Whistler since the late 1980s and had never been to the Rimrock Cafe. From the road, the Cafe doesn't look like much, and because it's not in the village, we just never thought to go there. However, based on the reviews on TripAdvisor, we decided to venture out and have a nice dinner there this year. Were we glad!!! We were beyond delighted! The ""non-descript"" look from the outside hides the beautiful log architecture inside. The decor is elegant, yet warm and welcoming. Our waitress, Shelley, was excellent! She made us feel very special, and you could tell from her service that she really enjoys her work. Dinner was fantastic. We had the Caesar Salad and the Chevre and Beets, the Seafood Trio and Lobster dinners, and ended with the most delicious dessert ever: Sticky Pudding with vanilla ice cream. The dinners came with a starch and vegetables, and baskets of bread. Don't EVEN think about calories while enjoying dinner there! Yes, the prices are steep. Our dinner for two with a glass of wine each came to $200CAN with the tip. But, it is definitely worth it if you are looking for a fine place to dine. We will be back!",25-Feb-17,50,https://www.tripadvisor.com/ShowUserReviews-g154948-d688787-r462781096-Rimrock_Cafe-Whistler_British_Columbia.html
"We were excited to have dinner at 21 Steps and made reservations for 5:30p.m. The restaurant opens at 5:30, and there was a long line waiting to get in. But because we had reservations, we were seated right away. The ambiance and decor are not impressive. There are lots of tables in one big room. We were lucky to be seated by a window, because otherwise we would have been in the middle of the room with nothing but diners around us. The windows look down on the Village Stroll and have no mountain views to speak of. Service was good. The food was o.k., not excellent. I had the Tiger Prawns and Sea Scallops. I thought the prawns were more the size of shrimp, so it was disappointing. My husband had the salmon and he said it was great. They charge $2 for the bread basket. The dessert, Apple Caramel Crumble with ice cream, was honestly - terrible. We were not impressed. We won't be returning. And, take note, like many places in Whistler, there is no elevator, so avoid going there if you have mobility issues. There really are 21 steps. .",25-Feb-17,30,https://www.tripadvisor.com/ShowUserReviews-g154948-d681615-r462787566-21_Steps_Kitchen_Bar-Whistler_British_Columbia.html
"The Longhorn Saloon is, just like the name implies, a saloon. It's the perfect place to grab a beer and a snack after skiing. There are a lot of outdoor tables and umbrellas, and the ambiance is loud, fun, and relaxed. Located right by the Whistler gondolas and lifts, it's a ""must stop"" for skiers -- a perfect ending to a perfect day!",25-Feb-17,50,https://www.tripadvisor.com/ShowUserReviews-g154948-d706390-r462789324-Longhorn_Saloon_Grill-Whistler_British_Columbia.html
"
                  ",13-Feb-17,30,https://www.tripadvisor.com/ShowUserReviews-g31350-d595018-r459238522-Spa_Avania-Scottsdale_Arizona.html
"If in the Phoenix area I would highly recommend visiting here. We had people in our group ranging from eight years old to 60 years old, and everyone made it without a problem. The views on the way up in from the top or outstanding and there are several beautiful rock formations to see as well. ",13-Feb-17,50,https://www.tripadvisor.com/ShowUserReviews-g31350-d2409093-r459241868-Pinnacle_Peak_Park-Scottsdale_Arizona.html
"The concept of Farm & Craft is healthy and sustainable food. First the location: Great corner spot with lots of outdoor seating and openness. Lots of action passing by. The wait time to get an outdoor table was about 1/2 hr on a late Friday evening, so make reservations. We didn't want to sit inside because the A/C was on and it was quite cool. With our group of four people, two loved the food and two thought is was just o.k. We had the sweet potato carrot puree. Mine had lumps in it and it tasted mostly of carrot (baby food taste). The Farro Mac and Cheese was weird, but again, we didn't know what to expect and are not very adventurous eaters. The pineapple and bacon flatbread was good. Service was friendly and very good. I would recommend this restaurant, but review the menu first to make sure it's your cup of tea.",13-Feb-17,30,https://www.tripadvisor.com/ShowUserReviews-g31350-d10368854-r459441489-Farm_Craft-Scottsdale_Arizona.html
"This was our first time there. We sat outside. The traffic noise was pretty loud. The outdoor area could use some sprucing up - the ceiling was dirty. Service was lacking in personal touch and friendliness. For example, the waitress didn't return to check on us or to refill our coffees. The portions were large. The food was o.k, but could have been tastier. A great name for a restaurant, but maybe a bit overrated.",13-Feb-17,30,https://www.tripadvisor.com/ShowUserReviews-g31350-d1785358-r459443412-Breakfast_Club-Scottsdale_Arizona.html
"Great atmosphere. Friendly service. Excellent food and drinks. We had sushi, chicken fried rice, califlower tempura. Everything was delicious.",13-Feb-17,50,https://www.tripadvisor.com/ShowUserReviews-g31350-d335144-r459445399-P_F_Chang_s-Scottsdale_Arizona.html
"We debated going there at all because of the multiple TVs and loud music. Granted, we are much older than the majority of the other customers (people in their 20s and 30s). We asked for a quiet table and were put in a corner, but were still bombarded by TVs, music, and noise. Service was good. Food was very average and very large portions. The place was packed, so it's probably a great bar scene if that's what you're looking for.",13-Feb-17,20,https://www.tripadvisor.com/ShowUserReviews-g31310-d2310037-r459446985-Sandbar_Mexican_Grill-Phoenix_Arizona.html
"Hello AreWeHavingFunYet,",13-Feb-17,40,https://www.tripadvisor.com/ShowUserReviews-g31350-d225286-r459451552-Sheraton_Desert_Oasis_Villas_Scottsdale-Scottsdale_Arizona.html
"The ambiance and decor at Casa Mia leaves much to be desired. It has a cold cafeteria look -- nothing cozy about it. Having said that, the food was good and plentiful. We had the squash ravioli, soup, salad and dessert. One complaint is that the soup was not hot. Other than that, the salad was very good, and the bread delicious. Service was too informal for us (referring to my elderly mom and me as ""girls"") and lacking in attentiveness. We were pretty much left alone, had just finished our entrees, when the waitress plopped the bill on the table. She did not ask if we wanted anything else, coffee, or dessert; which by the way we did want. This restaurant is o.k. for an informal meal, but don't plan on it for any special occasion.",18-Jan-17,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d858119-r453093303-Casa_Mia-Olympia_Washington.html
"On entering, we were immediately greeted by the new owner. Service was great. For dinner we had the wedge salad, bowl of soup, and the ahi tuna. All was excellent with the exception that my husband said he would have preferred no black pepper on his ahi. He'll make the request next time. Atmosphere, cozy and comfortable. Very efficient and friendly service. Keep up the good work! We'll be back.",16-Jan-17,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d4651186-r452476908-Cascadia_Grill-Olympia_Washington.html
"Thank you for choosing our property for a family getaway, AreWeHavingFunYet! We are so glad that you all enjoyed our property and amenities.  Thank you for your feedback regarding our updates.  We do have a guestroom refresh planned for 2017 and continuously repair and update our property's amenities.  We welcome you to return later this year to admire the improvements!",09-Jan-17,40,https://www.tripadvisor.com/ShowUserReviews-g58796-d100695-r450784239-Alderbrook_Resort_Spa-Union_Washington.html
"We have nothing but good to say about the Restaurant at Alderbrook. We had breakfast, lunch, and dinner during our stay and everything was excellent. Service was attentive and very professional. In January the resort was not at capacity, so getting a table by the windows immediately was not a problem. Our kids, ages 9 and 12, declared the place ""fancy"" and the younger one even put on an English accent to underscore the fact. The menu is excellent, portions were huge, and everything was great. Baskets of bread and sweet bread loaf for dinner and breakfast added to the meals. The restaurant has a children's menu, and when one of our picky eaters didn't want what was on that menu, he was able to request and got a very good grilled cheese sandwich. ",09-Jan-17,50,https://www.tripadvisor.com/ShowUserReviews-g58796-d1316968-r450787663-The_Restaurant_at_Alderbrook-Union_Washington.html
"
                  ",27-Dec-16,40,https://www.tripadvisor.com/ShowUserReviews-g58775-d150554-r447042121-Washington_State_History_Museum-Tacoma_Washington.html
"La Petite Maison is in an older refurbished house in a nondescript area of Olympia's westside. The atmosphere is casual and comfortable. We were immediately greeted on entering, and the waitstaff was attentive without being intrusive. The wine list is extensive. The menu consists of items not typically found in Olympia: snails, pate, pork belly, foie gras, duck, lamb, as well as beef and chicken dishes. There is also a special prix fixe dinner most evenings. Prices are very, very high, but the food was plentiful and excellent. Be aware that there is no children's menu, however, we were told that the chef will prepare something special if requested. Make sure you make reservations as the restaurant is small. Service was European-slow, so take your time and enjoy your meal. This is a great restaurant for special occasions, or more often if you can afford that sort of thing. We had dinner for two with a $50+ bottle of wine, one salad, one French Onion soup, the two ",24-Dec-16,50,https://www.tripadvisor.com/ShowUserReviews-g58653-d2102713-r446469774-La_Petite_Maison-Olympia_Washington.html
"The artwork here is beautiful.  The visit is a bit pricey, but the pieces we saw were worth it, in my opinion!  It’s a great way to kill a few hours during a rainy afternoon! They offer a combined pass that includes entrance to the Space Needle, so I recommend getting that if you haven't yet purchased either ticket, because it's cheaper than buying the Chihuly Gardens ticket and the Space Needle ticket separately!",20-Dec-16,50,https://www.tripadvisor.com/ShowUserReviews-g60878-d3184389-r445731754-Chihuly_Garden_and_Glass-Seattle_Washington.html
"This is tasty, well-prepared traditional Mexican food. Lots of sauces offered for tasting. The chips were very good. Portions are much smaller than the run-of-the-mill Mexican restaurants. All was very tasty. Try the carnitas. Service was very good. Atmosphere and décor excellent. Make reservations for busy nights as they are very busy.",16-Dec-16,40,https://www.tripadvisor.com/ShowUserReviews-g58653-d11851106-r444689203-Don_Juan_s_Mexican_Kitchen_Cantina-Olympia_Washington.html
"Romul's is nicely decorated in an Italian décor; although a little bit too much. It could benefit by getting rid of some, specially the knick-knack items. Service was friendly and efficient. The background music was delightful (if you like Bocelli and Josh Groban; we do). Everything was great as we started with red wine and the delicious warm bread. However, when the food arrived, we were very disappointed. The spaghetti sauce was lacking in flavor. It was just a thin tomato sauce. No taste of garlic, oregano, basil, onions, etc. as we expected. The Crapese salad would have been more enjoyable with the tomatoes at room temperature rather than cold from the refrigerator. Then finally, the dessert. We had the flourless chocolate cake with gelato. The cake was awful! It wasted like wax. We could not eat it. Prices were very high for the bland food. We hope the owner reads this and the cook begins utilizing lots of Italian spices. It was a nice place with nice staff, so we wish them well. But like so many other reviews have said, the food needs to improve!",30-Nov-16,20,https://www.tripadvisor.com/ShowUserReviews-g51909-d3366672-r441217198-Romul_s-Hood_River_Oregon.html
"Thank you so much for taking the time to write a review! We are so sorry to hear that your stay was not what you expected, and that you did not get adequate sleep. We understand that getting a good night's sleep is very important, especially while traveling. We want to sincerely apologize for the noise from the highway and the upstairs neighbors. We are glad to hear that the front desk was accommodating and was able to switch you to a river view room, which was more quiet. We hope that we can make this up to you next time you stay with us, and we look forward to seeing you again.",30-Nov-16,10,https://www.tripadvisor.com/ShowUserReviews-g51909-d10055435-r441224596-Hampton_Inn_Suites_Hood_River-Hood_River_Oregon.html
"Dear AreWeHavingFunYet,",30-Nov-16,50,https://www.tripadvisor.com/ShowUserReviews-g52024-d112188-r441226715-Embassy_Suites_by_Hilton_Portland_Downtown-Portland_Oregon.html
"This was our first visit to Bob's. We went for a late lunch and sat in the bar. The place is similar to the Ram or similar type of restaurant/pub. They have a good selection of local beer. The bar has many TVs with the sound on, so that was a bit annoying. Service was not stellar. I am going to blame that on sitting in the bar where the bartender was doing double-duty as a server. The food was pretty good, but not excellent. All in all, I'd say an o.k. place.",14-Nov-16,30,https://www.tripadvisor.com/ShowUserReviews-g58693-d6214634-r437239180-Bob_s_Burgers_and_Brew-Puyallup_Washington.html
